deal_id,opportunity_id,deal_type,buyer_company,supplier_company,buyer_name,buyer_am,supplier_name,supplier_am,supplier_user_id,deal_stage,buyer_country,supplier_country,buyer_region,supplier_region,deal_created_at,buyer_company_id,supplier_company_id,buyer_user_id,buyer_am_id,supplier_am_id,buyer_country_id,supplier_country_id,buyer_payment_term,supplier_payment_term,buyer_incoterms_name,supplier_incoterms_name,opportunity_source_name,sale_order_number,purchase_order_number,booked_tonnage,booked_buyer_price_per_ton,booked_supplier_price_per_ton,booked_gross_revenue,booked_material_cost,booked_supplier_fee_percent,booked_supplier_fee_euro,booked_gross_profit,booked_gross_profit_margin_percent,booked_truck_price,booked_total_trucks,booked_logistic_cost,booked_financing_cost,confirmed_tonnage,confirmed_gross_revenue,confirmed_gross_profit,confirmed_buyer_price_per_ton,confirmed_supplier_price_per_ton,confirmed_supplier_tonnage,confirmed_material_cost,confirmed_logistics_cost,confirmed_financing_cost,confirmed_supplier_fee,confirmed_gross_profit_margin
1a82a189-92ff-48fc-be4f-311cd4112d37,222ef774-4c5a-42ea-a9b7-ffbe68f545e8,trading,Company_7,Company_283,Abigail Shaffer,AM_D,Heather Fields,AM_D,e2188ebf-3d5f-4566-a26b-e72c0d9b6e5f,Pickup Completed,Germany,Germany,Region_4,Region_4,2022-11-17 00:00:00.000000 UTC,710761ea-4e32-4bca-85a0-4d026ccab5e6,16c81a78-69e1-412d-b945-582c3a15baf7,645422f1-d52c-4d81-9e31-723edd79eeb0,b6c4e1f8-2767-48cc-89f2-9eadfa46bf91,b6c4e1f8-2767-48cc-89f2-9eadfa46bf91,b88e6f10-9eba-42b5-bf68-b55b45d757df,b88e6f10-9eba-42b5-bf68-b55b45d757df,30 Days,30 Days,EXW,NA,NA,NA,NA,92.49290541299992,500.5045171935201,357.50322656680004,54426.747723027205,38876.24837359086,NA,0.0,15550.499349436344,28.57,NA,NA,0.0,0.0,92.49607272515809,54426.747723027205,15550.499349436344,500.5045171935201,357.50322656680004,92.49607272515809,38876.24837359086,0.0,0.0,0.0,28.57
1cfe2520-4502-490f-98eb-cc4c0a8788af,0101f6d6-60a2-4d08-a884-b355d9158609,trading,Company_9,Company_19,Gabrielle Davis,AM_E,Lisa Jackson,AM_F,5d0f0965-2109-430d-8492-c5ae0ebaaa62,Pickup Pending,France,Germany,Region_5,Region_4,2022-11-28 00:00:00.000000 UTC,69e84b5c-5f34-446b-a210-54f6352cc70c,74a7186e-f302-48a6-ade7-62d8770a7544,NA,17354c39-fa44-4ea8-967c-9d415a09c822,NA,43ff5b00-df84-47fa-ad4a-06336928bf02,b88e6f10-9eba-42b5-bf68-b55b45d757df,30 Days,30 Days,CPT,NA,NA,NA,NA,26.309806327028184,765.0569048529521,697.1312918052602,23665.04587836077,21563.943674207247,NA,425.2,721.1944120533732,3.05,1415.7127772045285,1.0,1757.279025185428,0.0,26.309806327028184,23665.04587836077,721.1944120533732,765.0569048529521,697.1312918052602,26.309806327028184,21563.943674207247,1757.279025185428,0.0,425.2,3.05
f6f38c0b-48bc-466b-ab35-b1d9bb331bf3,NA,agent,Company_246,Company_34,Victoria Larson,AM_D,Nathan Maldonado,AM_D,fd0d2eb6-45e7-4522-b864-d08203649402,NA,Italy,Italy,Region_1,Region_1,2022-03-07 00:00:00.000000 UTC,58c9ba11-c545-496a-8d9e-befa4251c375,c95324a1-fbdb-42ff-a124-ae7d44ee5656,adb9cce7-aa67-4049-9405-890abfe38e58,bdd6f2d7-a739-414e-9374-f59238e9d536,bdd6f2d7-a739-414e-9374-f59238e9d536,f7f79c70-9fcd-46e2-818f-fe6434a43f52,f7f79c70-9fcd-46e2-818f-fe6434a43f52,30 Days,30 Days,EXW,EXW,NA,NA,NA,31.683679288688435,679.2561304769201,NA,25305.971731727102,NA,NA,NA,506.1229846931788,2.0,NA,NA,NA,NA,31.683679288688435,15591.147520826997,311.828275504495,NA,NA,NA,NA,NA,NA,NA,2.0
4a4fbc95-71cf-40db-9fad-f71b3281a4c6,NA,agent,Company_246,Company_309,Kristen Davis,AM_D,Thomas Atkins,AM_F,c8c6ce69-faf6-4911-a09c-0675a57246b1,NA,Italy,Germany,Region_1,Region_4,2022-01-31 00:00:00.000000 UTC,58c9ba11-c545-496a-8d9e-befa4251c375,f5b6e462-96d7-4ddc-a2a8-a05ab9713332,NA,bdd6f2d7-a739-414e-9374-f59238e9d536,36383c1b-8082-40e1-a131-d6aba92d4e37,f7f79c70-9fcd-46e2-818f-fe6434a43f52,b88e6f10-9eba-42b5-bf68-b55b45d757df,Immediate Payment,Immediate Payment,EXW,EXW,NA,NA,NA,25.79247867453044,650.6558723515761,NA,19730.6046427297,NA,NA,NA,197.30338388331944,1.0,NA,NA,NA,NA,25.79247867453044,19730.6046427297,197.30338388331944,NA,NA,NA,NA,NA,NA,NA,1.0
58880d99-3c2d-4108-8a1d-716b8b6fe328,NA,agent,Company_246,Company_309,Victoria Larson,AM_D,Thomas Atkins,AM_F,c8c6ce69-faf6-4911-a09c-0675a57246b1,NA,Italy,Germany,Region_1,Region_4,2022-09-19 00:00:00.000000 UTC,58c9ba11-c545-496a-8d9e-befa4251c375,f5b6e462-96d7-4ddc-a2a8-a05ab9713332,adb9cce7-aa67-4049-9405-890abfe38e58,bdd6f2d7-a739-414e-9374-f59238e9d536,36383c1b-8082-40e1-a131-d6aba92d4e37,f7f79c70-9fcd-46e2-818f-fe6434a43f52,b88e6f10-9eba-42b5-bf68-b55b45d757df,30 Days,30 Days,CPT,CPT,NA,NA,NA,24.863400441473264,471.9042590681761,NA,13796.983386405856,NA,NA,NA,137.97302891683165,1.0,NA,NA,NA,NA,24.863400441473264,13796.983386405856,137.97302891683165,NA,NA,NA,NA,NA,NA,NA,1.0
4d102001-46ba-4094-a037-8106a49855d7,NA,agent,Company_246,Company_19,Victoria Larson,AM_D,Robin Young,AM_F,NA,NA,Italy,Germany,Region_1,Region_4,2022-02-14 00:00:00.000000 UTC,58c9ba11-c545-496a-8d9e-befa4251c375,74a7186e-f302-48a6-ade7-62d8770a7544,adb9cce7-aa67-4049-9405-890abfe38e58,bdd6f2d7-a739-414e-9374-f59238e9d536,36383c1b-8082-40e1-a131-d6aba92d4e37,f7f79c70-9fcd-46e2-818f-fe6434a43f52,b88e6f10-9eba-42b5-bf68-b55b45d757df,Immediate Payment,Immediate Payment,EXW,EXW,NA,NA,NA,24.21938030264954,715.0064531336001,NA,20359.5862816938,NA,NA,NA,407.191725633876,2.0,NA,NA,NA,NA,24.21938030264954,20359.5862816938,407.191725633876,NA,NA,NA,NA,NA,NA,NA,2.0
b570e928-be19-49ad-85e7-10d55611097d,NA,agent,Company_246,Company_19,Victoria Larson,AM_D,Robin Young,AM_F,NA,NA,Italy,Germany,Region_1,Region_4,2022-07-25 00:00:00.000000 UTC,58c9ba11-c545-496a-8d9e-befa4251c375,74a7186e-f302-48a6-ade7-62d8770a7544,adb9cce7-aa67-4049-9405-890abfe38e58,bdd6f2d7-a739-414e-9374-f59238e9d536,36383c1b-8082-40e1-a131-d6aba92d4e37,f7f79c70-9fcd-46e2-818f-fe6434a43f52,b88e6f10-9eba-42b5-bf68-b55b45d757df,30 Days,30 Days,EXW,EXW,NA,NA,NA,10.557707193831533,464.7541945368401,NA,5768.845284699638,NA,NA,NA,115.37690569399275,2.0,NA,NA,NA,NA,10.557707193831533,5768.845284699638,115.37690569399275,NA,NA,NA,NA,NA,NA,NA,2.0
858a67d8-f957-4937-b8e4-62522065fa9d,NA,agent,Company_246,Company_19,Victoria Larson,AM_D,Robin Young,AM_F,NA,NA,Italy,Germany,Region_1,Region_4,2022-07-25 00:00:00.000000 UTC,58c9ba11-c545-496a-8d9e-befa4251c375,74a7186e-f302-48a6-ade7-62d8770a7544,adb9cce7-aa67-4049-9405-890abfe38e58,bdd6f2d7-a739-414e-9374-f59238e9d536,36383c1b-8082-40e1-a131-d6aba92d4e37,f7f79c70-9fcd-46e2-818f-fe6434a43f52,b88e6f10-9eba-42b5-bf68-b55b45d757df,30 Days,30 Days,EXW,EXW,NA,NA,NA,12.890960483668303,464.7541945368401,NA,7043.760092618258,NA,NA,NA,140.87520185236514,2.0,NA,NA,NA,NA,12.890960483668303,7043.760092618258,140.87520185236514,NA,NA,NA,NA,NA,NA,NA,2.0
e70b6fd7-bc95-48c6-86a0-e2b84a1fd688,NA,agent,Company_246,Company_19,Victoria Larson,AM_D,Robin Young,AM_F,NA,NA,Italy,Germany,Region_1,Region_4,2022-07-25 00:00:00.000000 UTC,58c9ba11-c545-496a-8d9e-befa4251c375,74a7186e-f302-48a6-ade7-62d8770a7544,adb9cce7-aa67-4049-9405-890abfe38e58,bdd6f2d7-a739-414e-9374-f59238e9d536,36383c1b-8082-40e1-a131-d6aba92d4e37,f7f79c70-9fcd-46e2-818f-fe6434a43f52,b88e6f10-9eba-42b5-bf68-b55b45d757df,30 Days,30 Days,EXW,EXW,NA,NA,NA,1.784252515757529,375.37838789514007,NA,785.122092954437,NA,NA,NA,15.70013432097486,2.0,NA,NA,NA,NA,1.784252515757529,785.122092954437,15.70013432097486,NA,NA,NA,NA,NA,NA,NA,2.0
f87a9ec4-c35a-4db1-8878-7fb2e338d5e0,NA,agent,Company_246,Company_19,Victoria Larson,AM_D,Robin Young,AM_F,NA,NA,Italy,Germany,Region_1,Region_4,2022-10-17 00:00:00.000000 UTC,58c9ba11-c545-496a-8d9e-befa4251c375,74a7186e-f302-48a6-ade7-62d8770a7544,adb9cce7-aa67-4049-9405-890abfe38e58,bdd6f2d7-a739-414e-9374-f59238e9d536,36383c1b-8082-40e1-a131-d6aba92d4e37,f7f79c70-9fcd-46e2-818f-fe6434a43f52,b88e6f10-9eba-42b5-bf68-b55b45d757df,30 Days,30 Days,EXW,EXW,NA,NA,NA,24.968977513411577,489.77942039651606,NA,14377.959357454662,NA,NA,NA,287.56362472238914,2.0,NA,NA,NA,NA,24.968977513411577,14377.959357454662,287.56362472238914,NA,NA,NA,NA,NA,NA,NA,2.0
34681796-e0c6-44a7-a8d3-a2fcf3d4873a,5b463fda-b6fb-4cd8-bf12-e47906838caa,trading,Company_247,Company_283,Susan Murray MD,AM_D,Heather Fields,AM_D,e2188ebf-3d5f-4566-a26b-e72c0d9b6e5f,Pickup Completed,Germany,Germany,Region_4,Region_4,2022-12-26 00:00:00.000000 UTC,09a18be9-8e3e-4f7e-bee6-38e82bd70359,16c81a78-69e1-412d-b945-582c3a15baf7,NA,b6c4e1f8-2767-48cc-89f2-9eadfa46bf91,b6c4e1f8-2767-48cc-89f2-9eadfa46bf91,b88e6f10-9eba-42b5-bf68-b55b45d757df,b88e6f10-9eba-42b5-bf68-b55b45d757df,Immediate Payment,30 Days,EXW,NA,NA,NA,NA,39.73604256542375,411.0572099065066,290.0924181653643,19203.607313252494,13552.41984692096,NA,0.0,5651.187466331541,29.43,NA,NA,0.0,0.0,39.73920987758189,19203.607313252494,5651.267342650867,411.0572099065066,290.0924181653643,39.73920987758189,13552.41984692096,0.0,0.0,0.0,29.43
d3ce1b49-0e67-4cd8-9180-1961900bd892,61e333ea-5f56-43e6-a2e2-41c4aceb18ba,trading,Company_247,Company_283,Susan Murray MD,AM_J,Heather Fields,AM_D,e2188ebf-3d5f-4566-a26b-e72c0d9b6e5f,Pickup Pending,Germany,Germany,Region_4,Region_4,2024-02-20 00:00:00.000000 UTC,09a18be9-8e3e-4f7e-bee6-38e82bd70359,16c81a78-69e1-412d-b945-582c3a15baf7,NA,6fb3742b-b4c2-4e65-9a39-81e933ea8ff1,b6c4e1f8-2767-48cc-89f2-9eadfa46bf91,b88e6f10-9eba-42b5-bf68-b55b45d757df,b88e6f10-9eba-42b5-bf68-b55b45d757df,Immediate Payment,30 Days,FCA,NA,NA,NA,NA,10.788920981376444,343.20309750412804,268.12741992510007,4353.365905059367,3401.0715509009265,NA,0.0,952.3032293050323,21.88,NA,NA,0.0,0.0,10.863880702452647,4384.464418717194,959.1015915943864,343.20309750412804,268.12741992510007,10.863880702452647,3425.362827122808,0.0,0.0,0.0,21.88
4fff3dd4-7243-4371-86be-841fe02452ed,3a24eb96-0320-4658-89e7-06ffc8b3208f,trading,Company_247,Company_283,Susan Murray MD,AM_J,Heather Fields,AM_D,e2188ebf-3d5f-4566-a26b-e72c0d9b6e5f,Pickup Completed,Germany,Germany,Region_4,Region_4,2024-03-03 00:00:00.000000 UTC,09a18be9-8e3e-4f7e-bee6-38e82bd70359,16c81a78-69e1-412d-b945-582c3a15baf7,NA,6fb3742b-b4c2-4e65-9a39-81e933ea8ff1,b6c4e1f8-2767-48cc-89f2-9eadfa46bf91,b88e6f10-9eba-42b5-bf68-b55b45d757df,b88e6f10-9eba-42b5-bf68-b55b45d757df,Immediate Payment,30 Days,FCA,NA,NA,NA,NA,15.926301301894869,357.50322656680004,260.26234894063043,6694.079316899541,4873.289742702866,NA,0.0,1820.7895741966752,27.2,NA,NA,0.0,0.0,15.952695569879449,6706.948279457717,1824.2863819538625,357.50322656680004,260.26234894063043,15.952695569879449,4882.661897503855,0.0,0.0,0.0,27.2
069862fa-f323-4f7a-a8ac-18e1159a3d62,0e71be54-17c2-41a7-a8e4-8b289ae224fa,trading,Company_247,Company_283,Susan Murray MD,AM_J,Heather Fields,AM_D,e2188ebf-3d5f-4566-a26b-e72c0d9b6e5f,Pickup Completed,Germany,Germany,Region_4,Region_4,2024-04-01 00:00:00.000000 UTC,09a18be9-8e3e-4f7e-bee6-38e82bd70359,16c81a78-69e1-412d-b945-582c3a15baf7,NA,6fb3742b-b4c2-4e65-9a39-81e933ea8ff1,b6c4e1f8-2767-48cc-89f2-9eadfa46bf91,b88e6f10-9eba-42b5-bf68-b55b45d757df,b88e6f10-9eba-42b5-bf68-b55b45d757df,Immediate Payment,30 Days,FCA,NA,NA,NA,NA,15.91046474110412,373.2119183421453,282.42754898777207,6981.270185465073,5283.064135994969,NA,0.0,1698.2060494701038,24.33,NA,NA,0.0,0.0,15.931580155491783,6988.219425246488,1699.8923273225544,373.2119183421453,282.42754898777207,15.931580155491783,5288.327097923933,0.0,0.0,0.0,24.33
f4c5549e-123b-4947-b0af-34afb1683f14,b626d909-e93a-4da5-aa4b-0fbcef2d5c52,trading,Company_247,Company_19,Susan Murray MD,AM_J,Lisa Jackson,AM_J,5d0f0965-2109-430d-8492-c5ae0ebaaa62,Pickup Pending,Germany,Germany,Region_4,Region_4,2024-04-06 00:00:00.000000 UTC,09a18be9-8e3e-4f7e-bee6-38e82bd70359,74a7186e-f302-48a6-ade7-62d8770a7544,NA,6fb3742b-b4c2-4e65-9a39-81e933ea8ff1,6fb3742b-b4c2-4e65-9a39-81e933ea8ff1,b88e6f10-9eba-42b5-bf68-b55b45d757df,b88e6f10-9eba-42b5-bf68-b55b45d757df,Immediate Payment,30 Days,CPT,NA,NA,NA,NA,15.540944989320018,375.37838789514007,314.60283937878404,6858.713286178277,5748.254944606556,NA,0.0,560.199252877294,8.17,443.3040009428321,1.0,550.259088694427,0.0,15.255886895086563,6734.771864023153,540.1325464331312,375.37838789514007,314.60283937878404,15.255886895086563,5644.380228895595,550.259088694427,0.0,0.0,8.02
1495f463-a546-4d35-a02c-b4ddcb8a0310,f568f243-0463-47d9-a7c8-ca13fedc1124,trading,Company_247,Company_283,Susan Murray MD,AM_J,Heather Fields,AM_D,e2188ebf-3d5f-4566-a26b-e72c0d9b6e5f,Pickup Completed,Germany,Germany,Region_4,Region_4,2024-05-28 00:00:00.000000 UTC,09a18be9-8e3e-4f7e-bee6-38e82bd70359,16c81a78-69e1-412d-b945-582c3a15baf7,NA,6fb3742b-b4c2-4e65-9a39-81e933ea8ff1,b6c4e1f8-2767-48cc-89f2-9eadfa46bf91,b88e6f10-9eba-42b5-bf68-b55b45d757df,b88e6f10-9eba-42b5-bf68-b55b45d757df,Immediate Payment,30 Days,FCA,FCA,NA,NA,NA,75.22999838036597,361.07825883246807,310.31280065998243,31936.576000201763,27446.479586748424,NA,0.0,4490.096413453341,14.06,NA,NA,0.0,0.0,75.0336250265607,31852.759115788373,4474.458405158509,361.07825883246807,310.35570104717044,75.0336250265607,27378.300710629865,0.0,0.0,0.0,14.05
d678f219-d9b6-456c-84c1-7b6d00aa65dd,b9d75f84-dfda-46c4-b767-93f52fb7ddcf,trading,Company_247,Company_19,Susan Murray MD,AM_A,Lisa Jackson,AM_D,5d0f0965-2109-430d-8492-c5ae0ebaaa62,Pickup Completed,Germany,Germany,Region_4,Region_4,2024-09-02 00:00:00.000000 UTC,09a18be9-8e3e-4f7e-bee6-38e82bd70359,74a7186e-f302-48a6-ade7-62d8770a7544,NA,df5b7fcd-8c52-4826-b791-dfc1aec5f6ff,b6c4e1f8-2767-48cc-89f2-9eadfa46bf91,b88e6f10-9eba-42b5-bf68-b55b45d757df,b88e6f10-9eba-42b5-bf68-b55b45d757df,Immediate Payment,30 Days,CPT,FCA,NA,S-2445-000362,P-000283,26.02158092063658,303.87774258178007,257.40232312809604,9296.698304665078,7874.846569771863,NA,0.0,889.3429393824798,9.57,429.0038718801601,1.0,532.5087955107358,0.0,16.132176592174584,5760.511522049895,348.51813151518473,303.82054206552937,257.3522726763767,16.132176592174584,4879.484595023974,532.5087955107358,0.0,0.0,6.05
